x,y,z
-0.10201085183723443,0.4440837472097963,-0.8893811861081284
-0.09977466496504123,0.4480105850072998,-0.8952446398038111
-0.09977883612283824,0.44795321172968994,-0.8888623966384707
-0.10193967344800453,0.44135149681877284,-0.8907403611640378
-0.10661350830840328,0.4485513023357204,-0.8933015010171169
-0.1091210946156599,0.4407654399973571,-0.8916558935060809
-0.10484200500785884,0.43862043494264047,-0.8842894644644758
-0.10091325909195892,0.4458558692786823,-0.8948533478711368
-0.10215280682368925,0.4427762114981217,-0.9023253371949986
-0.10518355891618691,0.44027627311501083,-0.8913172541444517
-0.10228498872473797,0.4478343088710963,-0.8963057530833761
-0.09602562460464967,0.4419888813457574,-0.8870944679131
-0.10555832886161234,0.43390593748215606,-0.8901171073780799
-0.11153792568076788,0.44293920815469806,-0.8903549804877392
-0.10650912160904234,0.4361810342359447,-0.8874833836540696
-0.1016933674426983,0.4375010636581892,-0.8992417036559186
-0.10622208104319501,0.4346381690322019,-0.8834075899899323
-0.10513976307108562,0.435099433126197,-0.9011535891831371
-0.1009035738925247,0.43562470351190147,-0.8971429022524101
-0.1056230496399477,0.4438262667069485,-0.8927185239569281
-0.10403947998128137,0.45031079834959964,-0.8994975384487393
-0.09821285500935298,0.4437562849593199,-0.8951671371364854
-0.10033393849367685,0.43962440461170676,-0.8812306294809902
-0.11416100937054069,0.4382185306018401,-0.8907824626395701
-0.10284029803538684,0.4360788628332178,-0.8840773922356403
-0.10003274373751832,0.4486284283539915,-0.8835778080390123
-0.0993757612813662,0.4322383874523569,-0.8948253690302288
-0.09764728327445407,0.4443385336566092,-0.8932347019318745
-0.09964897150701268,0.43393519919620893,-0.886076354015762
-0.10326658192410727,0.43810097758559546,-0.8982674139775374
-0.10441821762446873,0.4481911182003695,-0.8925288133162504
-0.10959637129986288,0.4352341089137946,-0.891916543140247
-0.1000261187235252,0.44170272693480456,-0.8905920061890333
-0.1066695526140702,0.4430419199304384,-0.893336191378791
-0.10156149109433851,0.4364936027751094,-0.8849086796794355
-0.10566475395048228,0.444960349147746,-0.8938350676018106
-0.10325913387942075,0.4478190747387396,-0.8888294966956528
-0.10305569244402989,0.44049568439371745,-0.8953852854177391
-0.10591213931728695,0.44087784602012553,-0.8955757691860808
-0.09791596066832224,0.44510973286786526,-0.8903841724536894
-0.1030580624320657,0.45057632966294514,-0.8866955061435857
-0.099892216860315,0.43674584021209906,-0.894821487262331
-0.1041710711883741,0.44350320548382566,-0.8850902059249474
-0.11087780235118715,0.4415716443097014,-0.8910761567707262
-0.10023744250372664,0.4468414658764349,-0.8977843895228074
-0.10779936575698487,0.44827140070061733,-0.8955355858671992
-0.10926956020123987,0.44598562017845655,-0.8925050349041338
-0.09839336314638708,0.43922064994829824,-0.895667501973955
-0.09753639901925082,0.44183425727748465,-0.8972325854965628
-0.10071894826475614,0.43959271301894354,-0.8970003864217501
-0.10199740529944576,0.4386396159628595,-0.8946819681324185
-0.10530020272591104,0.4453995486230158,-0.8859121952273927
-0.10838761995960138,0.44547120337106333,-0.8950258400070019
-0.09686026203085184,0.4343139602493789,-0.894283505845661
-0.0998695296381903,0.4398386486572779,-0.8909452680592962
-0.11565773887091414,0.4465219315702006,-0.8879652325157606
-0.09909791643737732,0.4427168340880128,-0.8957850723954539
-0.10435258077150188,0.4457534066944655,-0.895638945445024
-0.0996692837725925,0.44005258676075276,-0.8759916888189526
-0.09566506988569198,0.44904332272304426,-0.8910913812358613
-0.10795204564414256,0.4354424895724202,-0.8889383768644434
-0.09802422939610314,0.4387312772518732,-0.9016370433294882
-0.10980972283673539,0.4374006388147614,-0.8938015025384424
-0.10329111687417789,0.4439453132888145,-0.899486271742119
-0.09983531985597784,0.4311285079533376,-0.8879353734657561
-0.09436881137602585,0.44630849660549365,-0.8922585566198808
-0.1033755959573867,0.4438284419054218,-0.893173123695124
-0.10421169692885517,0.4353561758629371,-0.891945188285229
-0.10911634804371766,0.44050435529983034,-0.8959937596107527
-0.09602989769655,0.44735820381400804,-0.88460361307836
-0.09936713370469633,0.4436791096710006,-0.8837179218250415
-0.10378088173825316,0.43594609894636976,-0.8959326026543009
-0.09951003439204242,0.4500871337546145,-0.8940440998327124
-0.10250830125760174,0.4434089070446504,-0.8872516578283272
-0.0997132611599324,0.44726108357050637,-0.8881932342103448
-0.09913534143697159,0.44557267036707354,-0.8800910538805912
-0.10538797218686875,0.44018991401334007,-0.890884704446557
-0.09875436375757753,0.43646090383653,-0.8952474707568818
-0.10173952810064787,0.4463992818409193,-0.8918735086499769
-0.10608310207402936,0.4389822604097729,-0.8944739887857254
-0.1023231270349637,0.4337893339976803,-0.8911059741315182
-0.1136798718328874,0.4342333084259785,-0.8942713354683031
-0.10419465017433369,0.44052627292997953,-0.8832519676381939
-0.09985645667450681,0.44864107449141205,-0.9024471178199056
-0.10895437777016245,0.4233565172056511,-0.8875229641503731
-0.09725238757726795,0.43235012484131535,-0.8934220400576833
-0.10886736739321627,0.43736380134484143,-0.8912338925532294
-0.10390654355376451,0.44303075373069595,-0.8905450105060876
-0.11201599447225476,0.4488019388231016,-0.8897632910824436
-0.1097625785833348,0.4387130387243392,-0.8879666672450398
-0.10416188774579231,0.4434596405450333,-0.898086199191011
-0.1037148274880748,0.44399682260044326,-0.8871031833959017
-0.11300119114587154,0.4452929905242449,-0.8931079702616773
-0.10003744026487231,0.44108245845532296,-0.8951719102935798
-0.1005256368354009,0.437704201455442,-0.8967690280550302
-0.0987188988696777,0.4341269000353243,-0.8895943540045591
-0.10397822996273169,0.44426977910372745,-0.874498793199558
-0.10418615273539529,0.44077046783065643,-0.8880064381379374
-0.10699662921048222,0.4414046450620136,-0.8851557247298685
-0.10893026128687322,0.4380532632216418,-0.8946297976947649
-0.10282738672378014,0.44245423981725257,-0.8807658448704324
-0.0978885660878624,0.44109383367036303,-0.8915331076226087
-0.10511841126975356,0.4478734160321742,-0.8940656984166189
-0.10048166425904444,0.4446797476843974,-0.8860436012679244
-0.10411660327990979,0.44002625251752947,-0.8960290151458679
-0.09961610150055537,0.436551148963243,-0.8893085848923189
-0.1082373616526763,0.43889663333697326,-0.8956975153782336
-0.09935188633971558,0.4412564787157592,-0.8904172890038767
-0.09453646197640722,0.4492704927895288,-0.8932748692890211
-0.10631107588136539,0.4381812761267635,-0.8867958795858099
-0.1017622505794601,0.4414356018306971,-0.8932333116326646
-0.09914271887497246,0.4371252887046177,-0.8855853268708374
-0.10688744490193867,0.44035081330149506,-0.8913744768573162
-0.10541689381776145,0.4403281631365921,-0.8850216552744467
-0.09838014464686815,0.44295220871316837,-0.8822787573198463
-0.10261229483121943,0.4408985964781657,-0.8858435187877252
-0.1040663667919916,0.44682977460009277,-0.8874269718990583
-0.1035379109907868,0.44334330173565684,-0.8985283624050516
-0.10400006761663616,0.44863917376305307,-0.8876229136514412
-0.10969667089820419,0.441609507825723,-0.8852630622931563
-0.10478949929643346,0.442901229270374,-0.8854211464722613
-0.09380758087864056,0.4489837862407027,-0.8987981896042181
-0.10129444221981491,0.44356506092290443,-0.8924999108936653
-0.10367162788166398,0.44763309924795563,-0.894873536327654
-0.10017409211347247,0.44449771757872786,-0.8917510898185903
-0.1019892541556492,0.4486737757950465,-0.8944114600588681
-0.11166671172123346,0.44065476720954644,-0.8849710585400119
-0.10359096802112824,0.43423941417193146,-0.8973641279401999
-0.10885163666141978,0.44257055450439586,-0.8983193930272221
-0.10019839331458887,0.44335959930164104,-0.8870485118595702
-0.10093585930816668,0.4428150117941111,-0.8955902190006131
-0.11041295205686827,0.43695863946270885,-0.8931445552587819
-0.1002125011182822,0.44176164168939164,-0.8954634632160472
-0.10196825968660078,0.43577118958984645,-0.8831780337028954
-0.10566758586541339,0.4356968459555362,-0.8943972435617175
-0.10269855063148442,0.45065842813871115,-0.8880161537507542
-0.10098773557840422,0.44361055407440164,-0.8916786275401113
-0.09793723704641552,0.44688421024523134,-0.8873324390299693
-0.09950717342693885,0.43957450547503896,-0.8853229368527827
-0.1028034486616558,0.4401986221015957,-0.8891534881037583
-0.10043291334988638,0.4470388903413127,-0.8869816228658813
-0.10278419499503205,0.4455282248667432,-0.8832527016333805
-0.11446213378026822,0.43659209499206003,-0.897991922999538
-0.09671824863653221,0.44131635827699744,-0.8941546631471197
-0.10045562559793249,0.4458943157226701,-0.8949572038777265
-0.09498717057300161,0.4479596202079115,-0.8860899034316994
-0.0951990042413742,0.44408865922138785,-0.8911875006964198
-0.10209092810263037,0.4505588454680583,-0.8899213987410031
-0.096359745073755,0.4469878874344092,-0.8850622444604711
-0.10055739532457036,0.4326440518171967,-0.8963881788473481
-0.11290968956707041,0.4446035964048805,-0.8893654210363087
-0.10607599153506299,0.43714136469973136,-0.8908838410970195
-0.10020235943977752,0.44325456033798416,-0.8859205502235632
-0.10699244944651372,0.4415382041847896,-0.8930468549027216
-0.10516050603048276,0.44267864370035837,-0.8889903481103999
-0.10530454146507558,0.4420281394151138,-0.8877546164953678
-0.10256816430089168,0.44528476091893304,-0.8917069427274918
-0.10581701340349768,0.44058693907189633,-0.8890484366692556
-0.09980742769529084,0.4434908236566421,-0.8861230275643541
-0.10428122593146688,0.4524515704337686,-0.8893391411814793
-0.10477990433617239,0.4400294683360877,-0.8936174425446054
-0.10436360745234782,0.43785275769950605,-0.8954696491844455
-0.10707301270788797,0.4394463045428604,-0.8872120949952712
-0.0984764369495471,0.43916220485123425,-0.8897294422390528
