x,y,z
0.09194090378086256,0.846855600622053,0.5131100264579063
0.08912738388271864,0.8550311672047145,0.5134580693383404
0.09363524233621846,0.8467567217763089,0.5151951443985867
0.09162094154620522,0.8477306172500328,0.5087618843671843
0.09929891107605482,0.853488431002498,0.512096797792648
0.09464333412233614,0.8580316175442448,0.5134257763117309
0.09500433989869655,0.8517293433259515,0.509033741168
0.09389225013121008,0.8591746537079993,0.5074448011954387
0.09138306061095165,0.8527336946583493,0.5057046050450488
0.08947697038139442,0.8510410812471274,0.5145516730631717
0.08856793382383756,0.8468475223897155,0.5100141624968085
0.09838644180449845,0.8530173046714399,0.5032046971209533
0.08755793836819944,0.8560339653977131,0.5156441100781555
0.08944788299740512,0.8490750268074191,0.5124688657074602
0.08991362919765082,0.8580578165539731,0.5006609006283153
0.08659173736650426,0.8536541259184863,0.5111867183884764
0.09596583005012826,0.8594079097639957,0.5138245027491293
0.08808301593331354,0.8591810570137314,0.5170268556019438
0.08945645223582686,0.8507707175079495,0.5199695632077883
0.09870620866758302,0.8507339631530799,0.5088158779189753
0.09993419022870793,0.8624348661230329,0.5154475423248941
0.09734024744107328,0.8549181912085495,0.5107576151802884
0.09834129406133049,0.8540974651738485,0.5092797523407102
0.09795222668867601,0.8548873634469208,0.5093578448947552
0.09389145641461863,0.8519576517162814,0.5116675786537583
0.09391245421197372,0.8508878948029776,0.5080971353039223
0.09526911465095637,0.8550083836914104,0.5102932538193776
0.09975864145416942,0.8504126348091612,0.5117676186106622
0.08943285494172669,0.8565631616098075,0.5069643626919896
0.09215083636254147,0.854738705641218,0.5177798471106433
0.0888555537283235,0.8525470628225539,0.5171553531155806
0.09974896905726106,0.8497141584008111,0.5107448604258622
0.0828368743841789,0.8558542234554839,0.5070076129415252
0.09678272182262401,0.8635499215010688,0.5120945145215245
0.09725725020727902,0.8496529240595148,0.5094879798300318
0.08864041106308133,0.8476061159384012,0.5152175203893113
0.08972623006930924,0.8533507133887861,0.5121404211508676
0.09114070317475495,0.8584326951818951,0.5020818739307511
0.09833839563379901,0.8441698205795758,0.5058102055276389
0.09183989471317333,0.8491557686488438,0.5126718803843185
0.0928692621395577,0.862356060672991,0.5138892662661847
0.09283858320820138,0.8537721332871955,0.523404952077643
0.08580298254299448,0.8512053252149605,0.5124815696917119
0.09800392492432894,0.8533745950946573,0.5087402689109233
0.08345681880913691,0.8508997619391917,0.5085424008646231
0.10081430187949836,0.8475468128219391,0.5118218754580738
0.09137326097699047,0.8529851643315612,0.5120987989137504
0.0886541720915894,0.8519638899955098,0.5102920231400803
0.09057254782666997,0.8469799233604356,0.5075138866192671
0.0927551919390944,0.8589975923128832,0.5099842526759767
0.08666104763999988,0.8398462188191659,0.506454582844841
0.09511172474342336,0.8498774528153218,0.5088261234515788
0.09343000396425362,0.8433073276638152,0.5165757139324395
0.09810550957211384,0.8463868359330914,0.5144456724244693
0.09881687410044744,0.8546524671555119,0.5212253969412831
0.08630340828724693,0.858228064909844,0.5073557106541305
0.09147735670115126,0.8499534056137593,0.5065142781043633
0.09423417680088518,0.8545037539841062,0.5101133935321
0.10346847967152606,0.8580992164171268,0.5103657063744516
0.09886687898398577,0.8470852693387488,0.509624486854455
0.08874759064419585,0.8509773988123229,0.512369034924561
0.09775861936641926,0.8531486370557595,0.5158321675096906
0.08983224654892358,0.8478537033182196,0.5130898051519204
0.08763430284845003,0.8625485636908539,0.512734157589766
0.10518532500058543,0.8533966224903451,0.5250785336200469
0.09371551049050414,0.8481069811655355,0.5181355971986087
0.09159759100606223,0.8568987600499057,0.5142788238353735
0.09445291110070368,0.8565439527545344,0.5113703932037365
0.09828950421582953,0.8506382579366618,0.5152392436883856
0.09504182763596175,0.8435147406651655,0.521074037044145
0.08567310527537528,0.8582491856175165,0.5158886446749913
0.10521086889657766,0.8585359587818674,0.5094874761595323
0.09870144718543856,0.8557245364957885,0.5040209753415051
0.09272509392633571,0.8614208667965364,0.5105662077593445
0.08699844116455241,0.854918584521726,0.5158836254554181
0.10296784351509974,0.8519402992736266,0.5209079300826029
0.08837267134354795,0.848317145107673,0.5038751923099174
0.09272417381849724,0.8545998771695593,0.5194489654480104
0.09303763945878486,0.8540924139372947,0.506577563495887
0.09449862946598657,0.8461898225668104,0.5125539797938656
0.09457405024291435,0.852155424468966,0.505854229125647
0.08846278622060724,0.8450438814485497,0.5119096643610191
0.10074553117410756,0.8582603637549108,0.5102670265122266
0.09762391837245896,0.8521253859045466,0.5197297779122597
0.10171082024077134,0.8605977361802488,0.5024096343727443
0.08742387106062005,0.8561780835095675,0.5218789486663262
0.08771994551982301,0.8476311314488658,0.50248631576618
0.08833562869578286,0.8495960470125532,0.5208478143263745
0.08584543686334602,0.8594583127249564,0.5101195054696136
0.09330372764741515,0.8560250867718974,0.5048874662924541
0.08459931732944576,0.8517880843347726,0.5150308893141411
0.09256980300229883,0.8505725565476431,0.5107186790249896
0.09890607886248443,0.8512608358451303,0.5200760324811052
0.08798553107968522,0.8534390861776093,0.506795474261772
0.09184929978542557,0.8569510905899052,0.5041990272449465
0.09243420904533622,0.8504611449694148,0.5221048680930019
0.09990235356973162,0.8537784398851688,0.5127428080822711
0.09761420395687306,0.8609052793264902,0.5086800278393278
0.09425801998512942,0.8601156780800454,0.5061031192174126
0.09234515456529138,0.8496255989206273,0.5072021627808987
0.09581108391143062,0.848356095228115,0.5136137007847176
0.09289087511415439,0.8621419060165074,0.5143118653675974
0.09356084044919818,0.8471834936311672,0.5198071051087041
0.09561815548968067,0.8679111235281294,0.5094940324670156
0.09900258927303095,0.8522771168423386,0.5102292019097364
0.08251616709774597,0.8573039700268635,0.5108137040412225
0.08569471383847926,0.8609520814336534,0.5195001082550592
0.08832231166202542,0.8476645382209744,0.5140866761328408
0.10046301154604709,0.8562054653821731,0.5110510519780622
0.08743918426276336,0.8538021458870276,0.5114275443385883
0.09297038932837315,0.8605643664153916,0.5147488816722354
0.0952333030113596,0.8515219849612182,0.5109652331818437
0.08935278200019459,0.8512477249492574,0.5143469840869564
0.09213714323200797,0.8533571418539153,0.5197235385189927
0.09235767422883416,0.8566934925234491,0.5095912452636419
0.09626168638442181,0.8502520980661485,0.5052741147905224
0.09629962363682396,0.8527143967478622,0.5140064290165551
0.09620351153019913,0.8516930420405093,0.5006650167215465
0.09403585958389002,0.8564759892267924,0.5164584242513609
0.09114863441982689,0.8624226382785437,0.5143217456738522
0.09124038134583955,0.8567741790971715,0.5203108233181839
0.09292424040263889,0.849146457514035,0.5105003761734754
0.09108096279859557,0.8583508327333622,0.5146685555698154
0.09547321434641283,0.8503294557536267,0.5106052686017934
0.09322549252038377,0.8506625769199071,0.511368301707775
0.09599791267981696,0.8541491653644653,0.5075709944267093
0.10236835742998154,0.8607701567263105,0.5116865160410434
