x,y,z
0.8720834848126142,-0.26441291352907914,0.41391621787035526
0.876767915279983,-0.2745466690158841,0.4034755814037673
0.8739641796110265,-0.2802686773537862,0.412969748929646
0.8698765668960766,-0.26397866588760344,0.41424641795012074
0.8601373593468039,-0.27693943169283647,0.4137507086277126
0.8695366255810439,-0.2730120854573531,0.4149772141483011
0.8833068961415601,-0.2728053474723426,0.41641854200215467
0.8823790839457011,-0.2797962150864859,0.41233924204817807
0.8628936256288431,-0.27037874157327874,0.42061029450163573
0.8711698640154549,-0.2675054289394289,0.4135228807076419
0.8630479867790747,-0.2726336962041724,0.4119417518090128
0.8720952678215323,-0.27089140739485457,0.4161441786281701
0.87170442457258,-0.2638586010941211,0.4156322325857656
0.8668534733958526,-0.28063532466776836,0.4105098917119908
0.8791003951082339,-0.2739620696543232,0.41900975772330595
0.8697473957834929,-0.2658780980560174,0.41208785465648684
0.8725675373695012,-0.2782924962029467,0.40556960934341685
0.8692374057176372,-0.26648479227558236,0.42043911850090554
0.8776897071586224,-0.2739338370458998,0.40457810684917717
0.8690267973011695,-0.2739986452638311,0.4069143602146113
0.8610662814222079,-0.27285127751072336,0.4192108276050031
0.8690890321443747,-0.2735350014840587,0.4197127461573486
0.8632463083782003,-0.2666808174567843,0.40478264409768283
0.8634821218925601,-0.27205858377396547,0.40332017801707604
0.8623250030478848,-0.2610003794647747,0.4103993167818392
0.8717819808663833,-0.27568259296653974,0.4152966685499755
0.8742424462866972,-0.2702989399878249,0.406762609780949
0.8700125848881841,-0.26366973169432817,0.41244339556361337
0.8724352870629785,-0.27697018840503623,0.41634079225859516
0.8653846311581345,-0.27233058855146836,0.4145661586231016
0.8633471308546904,-0.2731753952068125,0.4071766647442056
0.8752004055181627,-0.26686169852702457,0.4124707495581755
0.8687327851192528,-0.27519891382780576,0.41308860444391043
0.8713577016774866,-0.2689438905073032,0.40867909569150596
0.8692797605596204,-0.27310389863468015,0.4112608466456284
0.8616155504422547,-0.26625527285634293,0.40503890994326136
0.863119158534394,-0.27149635978548503,0.41353271762340926
0.866126754859118,-0.26926251630456316,0.4110646784136801
0.8761792040869066,-0.2725512769456626,0.4069682704190497
0.8704853481168651,-0.26472950331057066,0.41425404433210744
0.8696495125646554,-0.26697170316839836,0.4101251045373733
0.8610609032927804,-0.2731234879599197,0.4036875139391988
0.8659949628758333,-0.26996689205461566,0.4144841906129518
0.8687311571160398,-0.2680751998405151,0.41587323482236843
0.864865439302058,-0.2712811237787519,0.404863089553724
0.8661044568491504,-0.27844749865109264,0.41002991828868496
0.8677119639208616,-0.26896915680820516,0.4172369539932397
0.8684823052655098,-0.26901763736891626,0.4090093948395183
0.8725202522570935,-0.28405746062463905,0.4114484478439538
0.8658264638686594,-0.26776768113478505,0.4123627544762951
0.867844152905097,-0.2677739127997169,0.40838724798125514
0.873748070363894,-0.2711035613637603,0.41194893912971214
0.8673349321642658,-0.2780584379563525,0.4078519522510247
0.8696655016475683,-0.28036874129056055,0.4006954060781415
0.8686071654171948,-0.28229358752293765,0.40848596157579886
0.8602833650944662,-0.2775719365791658,0.41229922315493783
0.8676159242456242,-0.2818132450864362,0.40423609148150347
